block_number,block_hash,from_address,to_address,value,gas,transaction_index,gas_price,block_timestamp
2279406,0x2d87d70002d02e9c32ccb24f73362dba44430a0b45dc909455eebd96c694074c,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xb514df50cb95b8dfae83f6fff932305787a3e7ed,1.02E+17,50000,0,20000000000,1474164181
2279406,0xf5779a970e5b7aada56725dde2ec398b87ffb7607c1efd79341ee0f30b0b0384,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6df69453be2041ff5f044ba46a0d42cc8db04fbf,1.13E+17,50000,0,20000000000,1474164181
2279406,0xb2e85e803186dc26922cd7e742c331ec1b142492a0a64a910d66ea278203c5cc,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc8c09ae58e22703dac75b51b6e2f9a5114e166ef,1.65E+17,50000,0,20000000000,1474164181
2279406,0x4fed0a9b6de5327d84477ba897f130725bfcf29645c5fcacb62d0e00bb8e029a,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xd0f27f0ecb4c162fb4285360335171b9b8d31092,2.25E+17,50000,0,20000000000,1474164181
2279406,0x299f12b67e8fd4c356c50c2698563cba752b11de1ac39785f91e294428168378,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xd9c63401571d35577bfdb4d02e734c2ba14027ac,1.01E+17,50000,0,20000000000,1474164181
2279406,0xbc0283646dffd8675fb045616ebe8ed4437269b5b90d23aa9d88f7df72959c16,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x19f26d7e6db841c91a5dc3d4d4847a10cd0d2656,3.44E+17,50000,0,20000000000,1474164181
2279406,0x6f31529d9cf2b0b62e612976f4f6e4459a99078477265544059c1fe5496c455f,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x7e8660e5dc2bbd2f5ff4297a8389337ff620266b,1.24E+17,50000,0,20000000000,1474164181
2279406,0x5901670f38e941c8f6bfb027a094c7ba0d25bc7310b84fbbb7999b4123fe5d9a,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc3316efb512b110ac15dce309fe848a5fb07210c,1.48E+17,50000,0,20000000000,1474164181
2279406,0x7da602e482b74fd9c291fe3938bec6cd6dfdd7f004e0695b7760f932515ce060,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xdb254bdac97c826030b836e8f820cae4e6d56520,2.32E+17,50000,0,20000000000,1474164181
2279406,0x91bb9a1f78aae3b43d28df5eb40551847e737aa786c58cc82577474c103ea963,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x258a5c5155c579fa881e4d8708c643c798026088,2.22E+17,50000,0,20000000000,1474164181
2279406,0xf88bfeafdfff0faa85366efba0267356607df18ffe1767653696e1fb6270b4d2,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xe151b3b5573ee9814c3f6c1910e081610515223f,2.08E+17,50000,0,20000000000,1474164181
2279406,0xe291123b543f8d08a14d244cba9372507d99e9005569a11c46db83ce07f8b398,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x80fc68cb5d38475be8f24b9235f7aaa1f6c87871,3.04E+17,50000,0,20000000000,1474164181
2279406,0xb9ecaff9082dfb6855a7a0dc6a300c9b0cd13dd8b608001bf526ec508d076139,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x4f816851085fc14bd3a1f8b7ec5e43d31e7d7dd8,1.67E+17,50000,0,20000000000,1474164181
2279406,0xa8cd05ef3188a2c1f33189ff82e3e5230d7504c66ff72dfece5d9366a291fce1,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xdc920c9c8b2463e4760c8d219f3a521015bab266,1.02E+18,50000,0,20000000000,1474164181
2279406,0x847de9c793f9a405c634fa9f4b7a0c4fdadb282c400bdd5a67405888857a13a6,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x993140acf8e161a19297f7df45fc87bd1c2a8933,1.95E+17,50000,0,20000000000,1474164181
2279406,0xb4305928e9b427d37ac2e792f144771b2d9742ecdbc469c3ace16c707c79fdbd,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa72d4915ffa5f11d61d3e49bb6de43f2251fcb35,1.56E+17,50000,0,20000000000,1474164181
2279406,0x34461ba199179858d964f9ff14d345789cdb68550d25c7d136f5f33a4c9e11f2,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x884f633d159861c2fe4c688f28987a89a79c7fe1,2.56E+17,50000,0,20000000000,1474164181
2279406,0x3931a001a503d04402524de9b13f6b89be9ea5ca75c352f88a70bee62dca546e,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xdde8d111db9187c0f00417ce5f5539a25b595123,1.36E+18,50000,0,20000000000,1474164181
2279406,0xfd074375df9f2387c15a81f3600e566267a9ce83cec07065b2c467a24ad7a486,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x7cf1202fe5bdd65a88d67250c274429182f01a33,1.04E+17,50000,0,20000000000,1474164181
2279406,0x4b8010ad66c1bffb508b0287c3edd66f2f066e229914dc538711397fdcc28b12,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x3f9b0ee6d10af354d050b19df203229dc765ea1b,1.59E+17,50000,0,20000000000,1474164181
2279406,0x448faac90f172991fc7309f6d388ab007cc9416062f01f5b632a9f6697369967,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x55aaece8ce15e93a0d308450b803b2de253064f3,2.40E+17,50000,0,20000000000,1474164181
2279406,0x44247c8928661a5d3ee16d399e170c4183ef1805a8c73b69d29831bd74cd5eb5,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xef5ba086b82a2c313f8d113ce69f9384a8ed1062,8.44E+17,50000,0,20000000000,1474164181
2279406,0x80a7a13065ac6677eb014ec6a77a1926d6b2f44b0def3c093e1fac4d3630ae84,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x5a76327db236b5469652c11a0bdabd5ec6966df3,1.49E+17,50000,0,20000000000,1474164181
2279406,0xf25dcfbc40ae4318f10337281e362aefbb2d349122e9f1d2008932a33ff86bec,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x959befa25e60b4b9418eb37b33df4273562ae5db,1.49E+17,50000,0,20000000000,1474164181
2279406,0x40fb1ad582c8c84a59d7ac8b673ff841d99ab0020b7090099214741c3c664ded,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x5154f44c73bf0ad6fdccb474c54863ecebaecb76,3.54E+17,50000,0,20000000000,1474164181
2279406,0x1066d83c51bb5a615d10aeb963fc22a7ac2ea4fd7b54dafd4c4e4c9ea11570ff,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x31f5f81fb1a43b5497380fd187fea2fccbada769,2.97E+17,50000,0,20000000000,1474164181
2279406,0xf2e811fdd1a5879557e3ccc689eebf7109bcd12c885ebfb8fde0b0ae0bb14eaa,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xda388fd46bb166187f88261b196be04f536b998f,3.96E+17,50000,0,20000000000,1474164181
2279406,0xd6cc2b0bf9c4a27a7a4ea2ba4f70e7699edc7e68461f7f0c90fec45e96a2a423,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x0a76596b40e88ae0aedd2abadc7d87925957af99,2.17E+17,50000,0,20000000000,1474164181
2279406,0x16879f70a49a3d29d66c67df1cb005f906080e444c5df39288ae6775f9e615c4,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x173290feb090a6a98c3e64940787755840a47dd8,1.01E+17,50000,0,20000000000,1474164181
2279406,0xe2f32be7b34f06f5fe4f5b21a56c7dc6af947c2ded4885ca28fa64ff1bc2acd8,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xef76a35db241fbba4a021c6e50bea7d36a30889c,1.62E+17,50000,0,20000000000,1474164181
2279406,0x2782d6b08ff5f1f6776a35208cdb627a059b9f29efcde68069b708d48c25424d,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x18d2d2bceb1fcd8f95ed82792c4e5604f7e070ec,1.13E+17,50000,0,20000000000,1474164181
2279406,0x48936baf663af4bacb2de40ff66eed9073c561e9141d7210e71b8fb5387a0501,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x2928138a87fe076f90a4b03d0ddb4f106a1cc843,2.11E+17,50000,0,20000000000,1474164181
2279406,0x06dd550d0fca19952a84c7aa691042aeefab9294f814c4737d36467945628259,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x745e20fd90b2239dc161c6f1e885715f32547c65,2.01E+17,50000,0,20000000000,1474164181
2279406,0xece481f513172662ddea2148f989d6224909d03d0830a962c79b1775ef90bc3d,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x0955732a5065c9a09f0c4fbc6058b92e90f657d1,4.26E+17,50000,0,20000000000,1474164181
2279406,0xff7114a8926e6ebc83207477b0f0eb88b72339eb7586f7eb479b23ce0df6a489,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x02190dd7413e31c86e0a2f38c3e6aa4ddb8284c5,1.15E+17,50000,0,20000000000,1474164181
2279406,0xbb30d2dd810c88cd4093c9c12bd6e0b26845ca645265245ab2546783e598f741,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x2e029abbf5d658c5e9971b467acc1b0387396332,3.49E+17,50000,0,20000000000,1474164181
2279406,0x77991f06c18cdbad34fa67cf4f5084504d4c92e7625a581577a6026e4f90185c,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x7fb21ac4cd75d9de3e1c5d11d87bb904c01880fc,3.12E+17,50000,0,20000000000,1474164181
2279406,0x3aaac4f759d2d63854fdd1f8295841aceac1fb5ab6776cbb0fc73e7010afa4f7,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x5a3f0664ac5af54dc3c5eca686d33f289a29be2c,1.15E+17,50000,0,20000000000,1474164181
2279406,0x38d0238e10eae09bb72eec3024eb2928cab720d9ad83dd8b9ae6e1527ed78522,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x312711ddc8889a3f159dc5966038cb474359bb06,1.49E+18,50000,0,20000000000,1474164181
2279406,0x795d87d3b2d96264b287dfb2474d730154c2287630e221b7252f8add90ba6ce2,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x54cfdb21fde2d9a4cad6e56b73e2ad7bc60e9653,1.46E+17,50000,0,20000000000,1474164181
2279406,0x33d19127dbb20e2ace12a8061b29249f6856f74187e513dec89f524a6f12b087,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xcedfc9c7c01d9e177f50687c1d01cf9e710f50d5,1.80E+17,50000,0,20000000000,1474164181
2279406,0x9fb31a82db654a54ca660b6e758c6f50611a4ddb2c9d4e0c89964e074bd75e7b,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xd0834b59b87d33eb298be0a650b19c146f48541b,1.12E+17,50000,0,20000000000,1474164181
2279406,0x76056486a89f08dcec9ea995046e8702de2cb0c332411adfa9100a1df5a9f325,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x608dc186b9cdb90f5010b0c220b4bb8b858a5e19,2.58E+17,50000,0,20000000000,1474164181
2279406,0x154ff1572af6b0c2b0dcde8e4f1da90664fff3f23fa65cbf4af8f36e93c09f4e,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xb3bd6b6a87f875a58fd1d72cbf5c355a6f4503ca,1.39E+17,50000,0,20000000000,1474164181
2279406,0x1afd8f4af52f2b67a3b40fe75a97ead59319f2d743808568470ca88281f4b697,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x8340d1de4a4358d90c3ed2e924f6a8785c31efc7,1.16E+17,50000,0,20000000000,1474164181
2279406,0xd33fec0bea788d394885c6a28c3f60fda4cecde5f6a9354d3a0b8df774f78b6b,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x2776280b835b14aa54d31a2ec2a51aa8ef8cc601,1.09E+17,50000,0,20000000000,1474164181
2279406,0xc011788d52b89dd6256c217f24772ca197b152b5df6ce6c9f70a4357b5185585,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x0950c5089a3ad5cca5b3bb64388abdfa9360fdeb,4.12E+17,50000,0,20000000000,1474164181
2279406,0x81ce2d7247d5f9d7da302b2f5ad15aab96aa2374de31c01ad898c68f9788397f,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x057e1730d96cbbd6f7756335744f412a4079c7f3,1.47E+17,50000,0,20000000000,1474164181
2279406,0x5a21bc6c0547496ecd5a3fc32315f463e3fa20981956179d440c95e6b698b510,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xdf6851b381ab74e98ec87713f601b970f29fca99,1.69E+17,50000,0,20000000000,1474164181
2279406,0x3fcad14ee28551272a15af1be223dd6f35c3eec49cafcd61b4fbd73b713a14fc,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x9781d0863654a41e41e1f9a139b9dcbb6ed382f0,1.13E+17,50000,0,20000000000,1474164181
2279406,0xd71c0ff2af7bf901f8ed72c069967f5194cbc48742785b27f21689a5c15544e9,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xeac7700bbac011d5f830993528d0c46d1b4b4e91,1.88E+17,50000,0,20000000000,1474164181
2279406,0x8fc5eea21ad44ff38856d0d7700ccf86383cf537eba66b5d15ca8ee85e211f76,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc034d0be7d8a650513a9e7f6730877be4c51d2c9,1.51E+17,50000,0,20000000000,1474164181
2279406,0x153d71e072e1a97e0cadf95bd693248ce320c5164184af82b887b6448a37c5d5,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xfd6d0af9897f8ca9a8b751d822fe778b3e6abac0,1.61E+17,50000,0,20000000000,1474164181
2279406,0x31172931a13b7ec637ab6ae4e4e8a31e7d9c71f405e74a5b40afb8f470b790fd,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6366d4e82b38d68e24349d61a47809f5cb7db5e6,1.02E+17,50000,0,20000000000,1474164181
2279406,0x9b453c2de9a2281c95c0db91438ebaaf153693d3102782d25b17dd4482536e8f,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x3c88aae7a0ea42017e0e3a1e6c61b02ac5347852,2.59E+17,50000,0,20000000000,1474164181
2279406,0x87277dfd944a86ec63e1a2cb544d77636b8d61443e8dc93ea47b6481077ced28,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x73461fe67c1bd3220f8ea39b82e7c0f1bcbb73aa,1.15E+17,50000,0,20000000000,1474164181
2279406,0x7ae5552fe2195ea92ed9c647849a6b04c401f12b725582167a44080c48b4937a,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x446d165283acad9c2104095b77ee4c23ebc4a2af,1.24E+17,50000,0,20000000000,1474164181
2279406,0x99f74b4fcf95900390bf8be41df9f1017776e7edb9a843557dc3a9d2104d7f04,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x174928cdf41e7623200016f0dd2b43e63ee0f71c,1.53E+17,50000,0,20000000000,1474164181
2279406,0x83741a38c1aec027a274c36eacd10a9b0bbdf46cf508c2188420fc93936ed475,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x8f3514ad8a6bfd0d54ab6b70a2e07aa7a6d2d80e,4.37E+17,50000,0,20000000000,1474164181
2279406,0xeb6934ce404fef8e51fd3feb9eb8bfc204804653c96f76123a04046b8335f5f1,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x04f59f1e64187e3e38ff78a9922daef89e42d4b4,3.18E+17,50000,0,20000000000,1474164181
2279406,0xc561fd82fa0f2df1bcbe1f8323ea97cf076e02a5492b668de5a5b66942f412d4,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xeadba22d54c00cadf404e5130d02006a534ca926,1.39E+17,50000,0,20000000000,1474164181
2279406,0x20babe24a00baae73ccd9621ce0a63653a726ed9d3cb8237837b533a672b3ff6,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc4a60b9cc79894ceefa876b6fe119dc027d7a832,1.56E+17,50000,0,20000000000,1474164181
2279406,0x6f9e1ae86fc51bc096e32d5893386a93fbf960325995cc4b3fddc1c710cd4379,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x02d7ffc396d24b1dbfca72ce1ae8a22dfa5da000,2.05E+18,50000,0,20000000000,1474164181
2279406,0x550be7a9deca4fd0b644e25520494cdf5b7e1aad24147e953f9344b518d978f6,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x2e0bef7289f3d5ba36263de4588f834e0015fa0c,1.41E+17,50000,0,20000000000,1474164181
2279406,0x1c048dc9acaaf7d11288a2c0cf7427274a45679339cddb25ae6d175b2667b1fd,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6c3a65e1568c0df7618a1c3e0dae17c0ddfb70d2,5.15E+17,50000,0,20000000000,1474164181
2279406,0xcd9213a5d045aa15b2196259ca877d3d844f42d297cfa2024877b6a36d6440e5,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xf18446bcc37b179f7ccc3de19387269ce04023f1,1.18E+17,50000,0,20000000000,1474164181
2279406,0xc4bde96d8053e2c16c64105781bb1eb99d0f13e2bea63b181c3f54dda30c1e8d,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x7a769f2ba4fd95f99dfd416fd9d2f01173d0f4d2,1.66E+17,50000,0,20000000000,1474164181
2279406,0x920e019c6fd1b0db858abab2508588c7405414b350e50c67d94fc6c4c87b3137,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa7cba34608183774c194177e747393b318f9c061,1.33E+18,50000,0,20000000000,1474164181
2279406,0xe9f308533a3a4e82c18f8f68d831911cbc3946d125bc60b7c5fc5b496665b6de,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa5115bc667c34e8e9e93fdcea79d221e5cc078bd,2.12E+17,50000,0,20000000000,1474164181
2279406,0xb85bc2ec6c443802191d1e82f40c1d28793ff7c4c7c11fac293c3ccd0013fc7c,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x1a69ae2cf6c678693811f435b3b3b65e5f614564,7.96E+17,50000,0,20000000000,1474164181
2279406,0x69d72d790caf4c1a2ea173fe384811868b789d833a500f22f7e12676fcb096fe,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x0d9a30bc70a1a9abee6dba7babf1ad69c6e125fe,1.37E+17,50000,0,20000000000,1474164181
2279406,0x3755862e13cb7aa2d7c684456e3457f8f27a748b11935ebb867cf9a6f6dfc66c,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x82a45a9cf6bca60b6351c2bc52bad1023942db98,1.17E+17,50000,0,20000000000,1474164181
2279406,0x80bbef0eb1dedb0e3dacd61a1886a492ad5af6bc49d2954642a2ed2da9f77a4e,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xf61bf5ebd305c669b3762df17bb6c6cc28577fd7,1.90E+17,50000,0,20000000000,1474164181
2279406,0xd6ee7c34f6ea8dbf324bf87c2503fbc6ec9b3a9e0be1e27939920a01685de77d,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa824b12c44883a2f552f1bf1fdbe7aa6b5243430,2.13E+17,50000,0,20000000000,1474164181
2279406,0x911d7cb40bac47b08b629b87ab7cef55ff204489ab77300ada0dc98716268bd2,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x78ceeda3c68534fa07abc75727c659d3f1289bda,1.12E+17,50000,0,20000000000,1474164181
2279406,0x924865719f5e9ded9d456b13c8526b3aee678611dca2233a5e1a41f9fe403564,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x24afbf66d305489c31821edc84e2a916ed946b5e,2.56E+17,50000,0,20000000000,1474164181
2279406,0x2d9a960903beffdcab437b114c7ae0963091141d1dd77b06b173939a8d94afde,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc5f179c437ad1e25454b546c918785da9e8f2e12,1.13E+17,50000,0,20000000000,1474164181
2279406,0x3c2fca7b6af91cbc67606ee530eb4f45a1df32d6917c428811b747e708d28a71,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xfdf55289427e384f612f0e02dd06d75ecbda00b5,1.22E+17,50000,0,20000000000,1474164181
2279406,0xae4f5bf08e62270c9a9cea2496dad8c321d5c4b82e077a08defec054fa515146,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x55584c021519dacc038c123fb8a97239b75fa95e,1.54E+17,50000,0,20000000000,1474164181
2279406,0x45c0633f38a28c7973052e210dd98f8f9b0bb52fa8a12191b1287321a8323f59,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x52e42434c9735491a050d1042d3d9bf0ac6c6044,1.54E+17,50000,0,20000000000,1474164181
2279406,0x1f708ba61f62d7eb4522b612b2cecf668e453e63f886118f46a38acd04eb7b05,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xc55a971b45553133c368cbfc6e2ea679b605e37f,1.90E+17,50000,0,20000000000,1474164181
2279406,0xce658261934e6a9b792614d317ad1470870685f2cb641e408bb5bb58bbdd8aae,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x59bad1bf188f2234e2ffaf6e960778b8c8f111c0,1.03E+17,50000,0,20000000000,1474164181
2279406,0xe5a92f1207dfad45ea13eef05e2bc86142584c0d8fb9c6c546b1946781f3fd68,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa2c83d807f82030ba7ae7bf2a11261c71a6d0ed2,1.15E+17,50000,0,20000000000,1474164181
2279406,0xaa8eb40420293b13096a751fc8adbc720fa66ac746806b6437cf4117d05eea12,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0xa391109aa419a9241c6d91d824581d672e96e93b,1.56E+18,50000,0,20000000000,1474164181
2279406,0xfa2adb4869b0ddf76921e8bf9b51b8081fdd34a46ea4f0809f457555286fccb4,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6679550e1b3449f127798289ab7dcdd5f33ddc2a,1.70E+17,50000,0,20000000000,1474164181
2279406,0x250de1b147ef51ea1267f5aa30a2ac08a331e53234a84bfe00339bf10d47f0a9,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x4274dc075818868cdd54bd28739446e03be6c059,1.30E+17,50000,0,20000000000,1474164181
2279406,0x92af198c0e97ff01ca9c83152d10203085b109b6afeea3c06f9feaaeb5417088,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x641c0db0358d6189641d0080edcc4266650efeeb,1.04E+17,50000,0,20000000000,1474164181
2279407,0xca236aa570f8360f3c1ffa11085628aa25bf200e9c5a21000aa138c94be74118,0xd69cefcac4b4bb212fff504e53d4b52b5fbb8ea5,0x9c67e141c0472115aa1b98bd0088418be68fd249,1.42E+17,21000,0,40000000000,1474164198
2279407,0x224a154078c514671a1e006a7844731a4ed8e748101252880a1524cbcdeb77a1,0x941843e1c7c47ffab6a1721728a904d4cdda979b,0x9c67e141c0472115aa1b98bd0088418be68fd249,1.41E+17,21000,0,40000000000,1474164198
2279407,0x4ae8c71a0ce982916eccea9b22d8bd2f45a5364268a49efa92500639fa7ad65e,0x5a4a76fdf918997ed06ccd39795a7a1151b6d87c,0xf90c9ac616ecfefb3860aaa5bc33caf9bc606441,1.02E+17,90000,0,23959316342,1474164198
2279407,0xd31d0e704bc0e43da00f9d62b7acf4596f428c454ae1d8ca6d1ea1acc260aa75,0xfda2d10bc7b024b1889db8654d3e989100b356eb,0xf90c9ac616ecfefb3860aaa5bc33caf9bc606441,1.17E+17,90000,0,23959316342,1474164198
2279407,0x38feb5467855eb4503867a76717526836f465da0e1bb12c366fa99395f96b655,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x83816e0582c7f4cff93f35b03757c34e1bf5f47d,1.01E+18,90000,0,23844822333,1474164198
2279407,0xf669bb05c33561d81fd0846e22d78aa82da3db33ef1ab123c22402c9e6f232e5,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x8b5ddefb01c875206fe09670a8f585506103e432,1.01E+18,90000,0,23844822333,1474164198
2279407,0x069a8daf75e6621ca12e370659e35c7e55b79b20e462e01241d93a1278c5d5ac,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xdc73c73f378bc2a98f86495399a92b9ef4a4404b,1.01E+18,90000,0,23844822333,1474164198
2279407,0x7c1d73573761b88221d52886511345325116b69de7083d6a5f89b82ac45e6738,0xbffb70e6b5f00b444b9a61d297504c44c52218c4,0xfa52274dd61e1643d2205169732f29114bc240b3,3.25E+17,35000,0,23836089360,1474164198
2279407,0x14f27526f9d2657b9ced18bae0c921d8d2c7379a5c49a74aea0f95946458a76a,0x783755135471550274931cb18871537847faa35c,0xfa52274dd61e1643d2205169732f29114bc240b3,2.15E+17,35000,0,23836089360,1474164198
2279407,0xccf7443e2e44d6a63977e749437225461f4ddf5d329c32aee4d9de9942fc949b,0xc007ec4be9f81da0a4af84e0ba11be4f51a6fad7,0xfa52274dd61e1643d2205169732f29114bc240b3,2.99E+17,35000,0,23836089360,1474164198
2279407,0xd3c77f4a51bd4587ce4973d3a9b5096be731df69a1f63f411a8e8fa89b09ba3f,0x98c71ae745e46a6a5f0c0fa3d0f802fd4b0d7228,0xfa52274dd61e1643d2205169732f29114bc240b3,3.56E+17,35000,0,21760169217,1474164198
2279407,0x25dc2e3c95562755f6ff5a265e3a9ab886f4d69f55bf8385c6b2bd33d8324512,0x8eedbbb55d73288b26caccef0a2a7df31d6127b0,0xfa52274dd61e1643d2205169732f29114bc240b3,7.51E+17,35000,0,21760169217,1474164198
2279407,0x4db818e66f7a55f5dec02bcf020167f5dea4c7d021595372e596fd8dfb123187,0x5a7f682a32110f8503d997f20e49a596ae34961c,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.02E+18,21000,0,20000000000,1474164198
2279407,0xce2cdfe37f8c7c4a478f34f8be48687ed04d7450e113be83db9559010438ad5b,0x519ccbfe90d8ae73e2762984774d6ee1fd4178bc,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.29E+17,21000,0,20000000000,1474164198
2279407,0x475903ae8ab7c4eb352bd8e858830a88722f1f9a0c2c78095fdff9c7272235cf,0xb71a6380969b3e03e766e0c7eb2804a4a269590c,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.63E+17,21000,0,20000000000,1474164198
2279407,0x4963b553158e36eee0fd2b824b69b5efac7f0c24f714c272d336013b6c38217d,0xc49a0f384cdfbe5cef14dc663639af7d11ec11d0,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.01E+18,21000,0,20000000000,1474164198
2279407,0x5c6134ad888340979dec4ae662f93c3de3f68ea8f2c659f5aef70eb4027ea855,0x8d0e7c2c82970c9d1b7d598be20f2ba0f13e6537,0x91337a300e0361bddb2e377dd4e88ccb7796663d,4.95E+17,21000,0,20000000000,1474164198
2279407,0xa492fccc055c1194eb0ef4d179acdb350f03a069a43917e5a728faca0e3440a0,0xc312c90e2fd77a0c8a886243c750824b0c5ec0a4,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.02E+18,21000,0,20000000000,1474164198
2279407,0x34b8d08754e825151dffd3861c7a6a8d9c0eac580103508203f00808e90fa6ce,0xbb27c0837dec00bc9d283145bc7242fcbae5355a,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.23E+17,21000,0,20000000000,1474164198
2279407,0xc8036037efefcaaf1c4766a2931365268e4d9666cd3bb359c4eca4bce49acc72,0x8225c011519d55fbd5de28af7514a02ffe2b7abd,0x91337a300e0361bddb2e377dd4e88ccb7796663d,1.57E+17,21000,0,20000000000,1474164198
